"ADSL","pinmeigle_m","Pinas","","pinpingsuarez2-172.24.28.253","30","35","No","TP-Link TD-W8901G","90:F6:52:C4:63:8A","12490102365","1","","172.24.28.3 / 24","192.168.1.1 /24","","","","","A/0 4",""
"ADSL","pinmeloay","Pinas","","pinpinindependenciaelprado1-172.24.49.254","","35","No","VisionNet M405","F4:5F:F7:00:E7:6F","40507100002006","1",""," /24","10.0.0.2","","","","","A/0 3",""
"ADSL","pinmeloay2_m","Pinas","","pinpin8denoviembre2-172.24.51.253","19","35","No","TP-Link TD-W8951ND","64:70:02:DF:23:04","12879804561","1","","172.24.51.68/24","196.168.1.1 /24","","","","","8/5 7",""
"ADSL","pinmemacass_m","Pinas","","pinpingsuarez1-172.24.28.254","28","35","No","TP-Link TD-8811","F4:EC:38:DC:57:9E","11487504716","1","","172.24.28.29/24","192.168.1.1","","","","","5/3 5",""
"ADSL","pinmemart_m","Pinas","","pinpin9deoctubre2-172.24.30.253","","35","No","TP-Link TD-8811","F4:EC:38:E2:41:C6","11498204656","1",""," /24","192.168.1.1 /24","","","","","3/5 1 ",""
"ADSL","pinmenegrons","Pinas","","pinpinindependencia1-172.24.34.254","39","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:5C","10684413321","1","","172.24.34.40/24","192.168.1.1 / 24","","","","","9/1 9",""
"ADSL","pinmeochoao","Pinas","","pinpinasalvador1-172.24.32.254","30","35","No","VisionNet M404","00:1F:A4:53:3E:DC","40409090002279","1","","172.24.32.55 / 24","10.0.0.2 / 24","","","","","1/5 9",""
"ADSL","pinmerome_m","Pinas","","pinpin8denoviembre2-172.24.51.253","8","35","No","TP-Link TD-8811","F8:D1:11:2B:17:0E","11969008727","1","","172.24.51.57/24","192.168.1.1 /24","","","","","7/4 4",""
"ADSL","pinmfarmijosl_m","Pinas","","pinpinloja1-172.24.52.254","11","35","No","TP-Link TD-8811","F8:D1:11:8B:25:62","1167306513","1","","172.24.52.12/24","192.168.1.1 / 24","","","","","5/4 10",""
"ADSL","pinmframirezg","Pinas","","pinpinloja1-172.24.52.254","14","35","No","VisionNet M404","00:1F:A4:35:53:4F","40406090001134","","","172.24.52.15 /24","10.0.0.2 / 24","","","","","5/4 5","3º40'26.16''5"
"ADSL","pinmframirezm","Pinas","","pinpin8denoviembre2-172.24.51.253","2","35","No","VisionNet M404","00:1F:A4:53:3B:CF","40409090000407","1","","172.24.51.51 /24","10.0.0.2 / 24","","","","","8/2 3",""
"ADSL","pinmfromerol","Pinas","","pinpin9deoctubre1-172.24.30.254","","35","No","","","","1","","","10.0.0.2 / 24","","","","","3/2  1","  3°40'56.11""S"
"ADSL","pinmfsilv_m","Pinas","","pinpinindependencia1-172.24.34.254","48","35","No","TP-Link TD-W8951ND","F8:D1:11:8B:24:F8","1167306510","1","","172.24.34.147/24","192.168.1.1","","","","","A/3 2",""
"ADSL","pinmftinocof_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","48","35","No","Zyxel P-660R-T1","40:4A:03:A4:68:67","10005067299","1","","172.24.48.49/24","192.168.1.1 / 24 ","","","","","88/3 3",""
"ADSL","pinmgastu_m","Pinas","","pinpin8denoviembre1-172.24.51.254","47","35","No","TP-Link TD-W8951ND","64:70:02:8E:68:03","12693708715","2","","172.24.51.48/24","192.168.1.1 /24","","Revisado","Password","","8/4 4",""
"ADSL","pinmgastu2_m","Pinas","","pinpin9deoctubre3-172.24.30.251","19","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:86:E6","13392802465","1","","172.24.30.116/24","192.168.1.1/24","","Revisado","Nat","","17/4",""
"ADSL","pinmgchuis_m","Pinas","","pinpin9deoctubre2-172.24.30.253","35","35","No","TP-Link TD-8811","F4:EC:38:E2:3D:B6","11498204674","1","","172.24.30.84/24","192.168.1.1","","","","","2/6 8",""
"ADSL","pinmgespina2_m","Pinas","","pinpinasalvador1-172.24.32.254","41","35","No","TP-Link TD-8811","F4:EC:38:9C:64:81","11586418934","1","","172.24.32.141/24","192.168.20.3","","Revisado","Nat","","221/1",""
"ADSL","pinmgespina3_m","Pinas","","pinpinasalvador1-172.24.32.254","38","35","No","TP-Link TD-8811","F4:EC:38:9C:64:79","11586418933","2","","172.24.32.39/24","192.168.20.2","","","","","2 21/2",""
"ADSL","pinmgespina4_m","Pinas","","pinpinasalvador3-172.24.32.252","18","35","No","TP-Link TD-8811","FA:EC:38:9C:64:6C","11586418931","2","","172.24.32.128/24","192.168.20.1/24","","Revisado","Nat","","2 21/3",""
"ADSL","pinmgespino","Pinas","","pinpinbolivarmadero1-172.24.48.254","","35","No","VisionNet M505N","F4:5F:F7:0B:22:A2","50511010006585","2",""," / 24","192.168.20.1","","","","","88/2 6",""
"ADSL","pinmgespino2","Pinas","","pinpinbolivarmadero1-172.24.48.254","19","35","No","VisionNet M505N","F4:5F:F7:0B:25:B8","50511010006582","2","","172.24.48.20 / 24","192.168.20.2","","","","","88/2 4",""
"ADSL","pinmgespino23","Pinas","","pinpinbolivarmadero1-172.24.48.254","","35","No","VisionNet M505N","F4:5F:F7:0B:B0:64","50510110006581","1","","","192.168.20.3","","","","","88/2 7",""
"ADSL","pinmgflor_m","Pinas","","pinpinasalvador2-172.24.32.253","34","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:6D","12493797765","2","","172.24.32.231/24","192.168.1.1 /24","","","","","1/0 9",""
"ADSL","pinmgjaraa","Pinas","","pinpinindependencia1-172.24.34.254","12","35","No","TP-Link TD-8811","B0:48:7A:B7:F7:03","11675503833","1","","172.24.34.89 / 24","192.168.1.1 /24","","","","","9/4 1",""
"ADSL","pinmgpanchip_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","46","35","No","VisionNet M404","00:1F:A4:76:55:09","40412090000240","1","","172.24.48.47/24","10.0.0.2 / 24","","","","","88/5 10",""
"ADSL","pinmgtenec","Pinas","","pinpin9deoctubre1-172.24.30.254","36","35","No","VisionNet M404","00:1F:A4:76:5B:30","40412090000416","1","","172.24.30.37 / 24","10.0.0.2 / 24","","","","","3/1 7",""
"ADSL","pinmiespinozas","Pinas","","pinpingsuarez1-172.24.28.254","10","35","No","VisionNet M404","001FA43554C3","404060990001039","1","","172.24.28.107 / 24","10.0.0.2 / 24","","","","","5/1  6","  3°40'51.17""S"
"ADSL","pinmifeij","Pinas","","pinpin8denoviembre1-172.24.51.254","6","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:B4","99042017941","1","","","192.168.1.1 /24","","","","","7/5 4",""
"ADSL","pinmjastudill_m","Pinas","","pinpinindependenciaelprado1-172.24.49.254","1","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:87:44","13392802499","1","","172.24.49.2/24","192.168.1.1 /24","","","","","A0/1",""
"ADSL","pinmjfreirer","Pinas","","pinpinindependencia1-172.24.34.254","31","35","No","VisionNet M404","00:1F:A4:35:52:6F","404506090000489","1","","172.24.34.148 / 24","10.0.0.2 / 24","","","","","9/2  9","  3°40'39.88""S"
"ADSL","pinmjgalarzag","Pinas","","pinpinasalvador1-172.24.32.254","","35","No","VisionNet M404","001FA4533DC6","40409090002134","1","","","10.0.0.2 / 24","","","","","1/5  7","  3°40'59.66""S"
"ADSL","pinmjgutierre_m","Pinas","","pinpinloja1-172.24.52.254","23","35","No","VisionNet M404","00:73:07:21:5F:1D","40511080000650","1","","172.24.52.24/24","10.0.0.2 / 24","","","","","6/1 1",""
"ADSL","pinmjloay_m","Pinas","","pinpinprado1-172.24.50.254","22","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8B:D4","13392803619","1","","172.24.50.23/24","192.168.1.1/24","","Revisado","Nat","","A1/8",""
"ADSL","pinmjlojanq_m","Pinas","","pinpinasalvador1-172.24.32.254","22","35","No","VisionNet M404","00:1F:A4:53:3B:58","40409090000401","1","","172.24.32.123/24","10.0.0.2 / 24","","","","","1/3  10","  3°40'56.38""S"
"ADSL","pinmjmaldonado","Pinas","","pinpinindependencia2-172.24.34.253","","35","No","Zyxel P-660R-T1","40:4A:03:A4:6B:F6","10005068215","1","","","192.168.1.1 / 24","","","","","9/3 8",""
"ADSL","pinmjmora_m","Pinas","","pinpinasalvador2-172.24.32.253","38","35","No","TP-Link TD-W8951ND","F8:1A:67:51:C4:64","1315604491","1","","172.24.32.86/24","192.168.1.1/24","","","","","1 6/9",""
"ADSL","pinmjrodaso_m","Pinas","","pinpincuevacely1-172.24.47.254","20","35","No","VisionNet M404","F4:5F:F7:00:E6:0A","40507100001936","1","","172.24.47.21/24","10.0.0.2 / 24","","","","","7/1 6",""
"ADSL","pinmjroja","Pinas","","pinpingsuarez2-172.24.28.253","","35","No","TP-Link TD-W8901G","F8:D1:11:7F:8C:07","1190900708","1","","","192.168.1.1 /24","","","","","4/3 10",""
"ADSL","pinmjsanchezl_m","Pinas","","pinpingsuarez1-172.24.28.254","16","35","No","VisionNet M404","00:1F:A4:53:3E:38","40409090002215","1","","172.24.28.114/24","10.0.0.2 / 24","","","","","4/2  7","  3°40'52.91""S"
"ADSL","pinmjvill_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","29","35","No","VisionNet M505N","F4:5F:F7:0B:CF:22","5051110007041","","","172.24.48.30/24","","","","","","88/2 5",""
"ADSL","pinmjvillar_m","Pinas","","pinpingsuarez1-172.24.28.254","2","35","No","VisionNet M404","00:1F:A4:53:3D:BD","40409090002219","1","","172.24.28.112/24","10.0.0.2 / 24","","","","","4/4  10","  3°40'43.90""S"
"ADSL","pinmksanc_m","Pinas","","pinpingsuarez2-172.24.28.253","24","35","No","TP-Link TD-8811","F8:D1:11:2D:DA:85","11973201981","1","","172.24.28.195/24","192.168.1.1","","","","","4/1 9",""
"ADSL","pinmlcrespoz_m","Pinas","","pinpingsuarez1-172.24.28.254","19","35","No","VisionNet M404","00:1F:A4:53:3B:BB","40409090000163","1","","172.24.28.64/24","10.0.0.2 / 24","","","","","5/3 2",""
"ADSL","pinmlfreirep","Pinas","","pinpin9deoctubre1-172.24.30.254","38","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:FF","10684413337","1","","172.24.30.39 / 24","192.168.1.1 / 24","","","","","3/4 9",""
"ADSL","pinmlloay_m","Pinas","","pinpinprado1-172.24.50.254","3","35","No","TP-Link TD-W8901G","90:F6:52:C6:FB:82","12493707775","1","","172.24.50.4/24","192.168.1.1 /24","","","","","A/1 2",""
"ADSL","pinmlmarinl_m3","Pinas","","pinpin9deoctubre1-172.24.30.254","25","35","No","VisionNet M404","00:1F:A4:35:52:41","40406090001241","1","","172.24.30.126/24","10.0.0.2 / 24","","","","","3/1  2","  3°40'57.83""S"
"ADSL","pinmlmend_m","Pinas","","pinpinindependencia2-172.24.34.253","43","35","No","TP-Link TD-W8951ND","F8:1A:67:86:DF:B2","13366201630","1","","172.24.34.92/24","192.168.1.1/24","","Revisado","Nat","","A2/8",""
"ADSL","pinmlmendezv_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","24","35","No","VisionNet M404","00:1F:A4:53:3D:C5","40409090002133","1","","172.24.48.25/24","10.0.0.2/24","","","","","88/4 10",""
"ADSL","pinmmaguilare","Pinas","","pinpinasalvador1-172.24.32.254","33","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:95","9042017947","2","","172.24.32.34 / 24","10.0.0.2","","","","","1/8 2",""
"ADSL","pinmmfeij_m","Pinas","","pinpinasalvador1-172.24.32.254","","35","No","TP-Link TD-W8951ND","64:70:02:DF:32:1B","12879804579","1","","","192.168.1.1 /24","","Revisado","Password","","1 5/7",""
"ADSL","pinmmloayzap_m","Pinas","","pinpingsuarez2-172.24.28.253","19","35","No","VisionNet M404","00:1F:A4:53:49:FE","40509090000799","1","","172.24.28.189/24","10.0.0.2 / 24","","","","","4/1 10","  3°40'51.06""S"
"ADSL","pinmmpalacioso","Pinas","","pinpingsuarez1-172.24.28.254","38","35","No","TP-Link TD-8811","F8:D1:18:B2:59:60","1167306516","1","","172.24.28.51 /24","192.168.1.1 / 24","","","","","Directo","3°40'49.56""S"
"ADSL","pinmmromeror_m","Pinas","","pinpinloja1-172.24.52.254","39","35","No","VisionNet M404","00:1F:A4:35:51:56","404060990000974","1","","172.24.52.40/24","10.0.0.2 / 24","","","","","6/3  6","  3°40'51.93""S"
"ADSL","pinmmvala_m","Pinas","","pinpinkennedy1-172.24.54.254","12","35","No","TP-Link TD-8811","64:70:02:8E:81:A3","12693804875","1","","172.24.54.13/24","192.168.1.1 /24","","Revisado","Password","","A/2 2",""
"ADSL","pinmmvala2_m","Pinas","","pinpinkennedy1-172.24.54.254","14","35","No","TP-Link TD-W8951ND","64:70:02:8E:68:28","12693708706","2","","172.24.54.15/24","192.168.1.1 /24","","Revisado","Password","","A/2 3",""
"ADSL","pinmmvalarezov","Pinas","","pinpinasalvador2-172.24.32.253","24","35","No","VisionNet M404","00:1F:A4:76:5C:F5","40412090002023","1","","","10.0.0.2 / 24","","","","","1/5 7",""
"ADSL","pinmncunhar_m","Pinas","","pinpin9deoctubre2-172.24.30.253","4","35","No","TP-Link TD-8811","B0:48:74:B7:F7:97","11675503821","1","","172.24.30.53/24","10.0.0.2 / 24","","","","","3/4 10",""
"ADSL","pinmnloayzav_m","Pinas","","pinpinloja1-172.24.52.254","1","35","No","VisionNet M404","00:1F:A4:35:51:AE","40406090000486","1","","172.24.52.2/24","10.0.0.2 / 24","","","","","5/5 1",""
"ADSL","pinmnramirezv","Pinas","","pinpinloja2-172.24.52.253","5","35","No","VisionNet M404","00:1F:A4:53:3F:72","40409090000011","1","","","10.0.0.2 / 24","","","","","","3°40'53.42""S"
"ADSL","pinmochinch_m","Pinas","","pinpinasalvador2-172.24.32.253","31","35","No","Zhone 6211","00:01:38:B4:80:06","8256935","1","","172.24.32.228/24","192.168.1.1 / 24","","","","","2/0 4",""
"ADSL","pinmochinchinc","Pinas","","pinpin9deoctubre2-172.24.30.253","19","35","No","VisionNet M404","00:1F:A4:76:58:B3","40412090001605","1","","172.24.30.68/24","10.0.0.2 / 24","","","","","2/3 7",""
"","pinmomoram","","","","","","No","TP-Link TD-8811","D8:5D:4C:DD:32:93","10684413325","1","","","","","","","","",""
"ADSL","pinmpleiv","Pinas","","pinpin9deoctubre1-172.24.30.254","","35","No","Zyxel P-660R-T1","40:4A:03:AB:C8:26","10010072230","1",""," / 24","192.168.1.1 /24","","","","","2/6 3",""
"ADSL","pinmppesa_m","Pinas","","pinpin8denoviembreelcisne1-172.24.55.254","17","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:88:92","13392802910","1","","172.24.55.18/24","192.168.1.1/24","","Revisado","Nat","","A2/6",""
"ADSL","pinmprome_m","Pinas","","pinpin8denoviembreelcisne1-172.24.55.254","11","35","No","VisionNet M404","00:1F:A4:76:58:B5","40412090002002","1","","172.24.55.12/24","10.0.0.2/24","","Revisado","Password","","B2/3",""
"ADSL","pinmpruizr","Pinas","","pinpinasalvador2-172.24.32.253","","35","No","VisionNet M404","00:1F:A4:53:3A:2B","40409090002214","1","","","10.0.0.2 / 24","","","","","2/0 5",""
"ADSL","pinmpsanchezo","Pinas","","pinpingsuarez2-172.24.28.253","6","35","No","TP-Link TD-8811","D8:5D:4C:DD:E2:FE","10684413324","1","","172.24.28.79 / 24","192.168.1.1 / 24","","","","","5/3 4",""
"ADSL","pinmptoror_m","Pinas","","pinpin9deoctubre3-172.24.30.251","18","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:86:54","13392802483","1","","172.24.30.26/24","192.168.1.1/24","","Revisado","Nat","","27/5",""
"ADSL","pinmptorresr","Pinas","","pinpin9deoctubre1-172.24.30.254","38","35","No","VisionNet M404","00:1F:A4:76:55:1B","40412090000289","1","","172.24.30.139 / 24","10.0.0.2 / 24","","","","","3/5 5",""
"","pinmpvalarezoo","","","","","","No","VisionNet M404","00:1F:A4:53:3E:5E","40409090002137","1","","","","","","","","",""
"ADSL","pinmrasan","Pinas","","pinpinindependencia2-172.24.34.253","38","35","No","Zyxel P-660R-T1","40:4A:03:AB:C8:3D","10010072225","1","","","192.168.1.1 /24","","","","","9/4 6",""
"ADSL","pinmrguam_m","Pinas","","pinpinfcocarrion1-172.24.53.254","5","35","No","TP-Link TD-W8951ND","90:F6:52:C4:64:6C","12490102260","1","","172.24.53.6/24","192.168.1.1 /24","","","","","C1/1",""
"ADSL","pinmrloay_m","Pinas","","pinpinindependenciaelprado1-172.24.49.254","21","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:88:F0","13392802914","1","","172.24.49.22/24","192.168.1.1/24","","Revisado","Password","","A3/5",""
"ADSL","pinmrsangurima","Pinas","","pinpinindependencia1-172.24.34.254","43","35","No","VisionNet M404","00:1F:A4:53:4C:2E","40409090001413","1","","172.24.34.139/24","10.0.0.2 /24","","","","","9/2  5","  3°40'45.98""S"
"ADSL","pinmschicang_m3","Pinas","","pinpin9deoctubre3-172.24.30.251","24","35","No","TP-Link TD-8811","00:25:86:CD:0F:EF","11973201991","1","","172.24.30.73/24","192.168.1.1/24","","","","","2/3  5","  3°40'55.18""S"
"ADSL","pinmsgall_m","Pinas","","pinpinloja1-172.24.52.254","31","35","No","TP-Link TD-W8951ND","64:70:02:8E:72:25","12693802563","1","","172.24.52.32/24","192.168.1.1 /24","","Revisado","Password","","5 5/6",""
"ADSL","pinmsloay_m","Pinas","","pinpinkennedy1-172.24.54.254","11","35","No","TP-Link TD-W8901G","B0:48:7A:B7:F7:84","11675503825","2","","172.24.54.12/24","192.168.1.1 /24","","","","","A2/1",""
"ADSL","pinmsoriam","Pinas","","pinpin9deoctubre1-172.24.30.254","13","35","No","VisionNet M404","00:1F:A4:35:55:28","404060900001244","1","","172.24.30.111/24","10.0.0.2 / 24","","","","","3/3 1"," 3°40'59.03""S"
"ADSL","pinmtespinosae","Pinas","","pinpinindependencia2-172.24.34.253","7","35","No","VisionNet M404","00:1F:A4:76:56:DB","40412090000391","1","","","10.0.0.2 / 24","","","","","9/5  4","  3°40'45.77""S"
"ADSL","pinmtfeijoof","Pinas","","pinpingsuarez2-172.24.28.253","17","35","No","VisionNet M404","00:1F:A4:53:3A:87","40409090002276","1","","172.24.28.187/24","10.0.0.2 / 24","","","","","5/2 2","  3°40'51.18""S"
"ADSL","pinmtmaza_m","Pinas","","pinpin8denoviembre1-172.24.51.254","10","35","No","VisionNet M405","F4:5F:F7:00:E7:72","40507100002003","1","","172.24.51.11/24","10.0.0.2","","","","","8/1 10",""
"ADSL","pinmtromero_m","Pinas","","pinpinasalvador3-172.24.32.252","20","35","No","VisionNet M404","00:1F:A4:35:52:FD","404506090000527","1","","172.24.32.127/24","10.0.0.2/24","","No","No","","1 4/2",""
"ADSL","pinmtsala_m","Pinas","","pinpinkennedy1-172.24.54.254","24","35","No","TP-Link TD-W8951ND","64:70:02:8E:68:19","12693708704","1","","172.24.54.25/24","192.168.1.1 /24","","Revisado","Password","","A2/4",""
"ADSL","pinmttoroa","Pinas","","pinpinasalvador2-172.24.32.253","35","35","No","VisionNet M404","00:1F:A4:35:53:4C","40406090001155","1","","172.24.32.232/24","10.0.0.2 / 24","","","","","1/4 5",""
"ADSL","pinmvalba_m","Pinas","","pinpin9deoctubre1-172.24.30.254","1","35","No","Vision Net M404","00:1F:A4:76:56:D7","40412090000400","1","","172.24.30.122/24","192.168.1.1/24","","Revisado","Nat","","25/2",""
"ADSL","pinmvarro_m","Pinas","","pinpin9deoctubre3-172.24.30.251","14","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:88:C6","13392802909","1","","172.24.30.179/24","192.168.1.1/24","","Revisado","Nat","","P1/4",""
"ADSL","pinmvbust_m","Pinas","","pinpin8denoviembre2-172.24.51.253","15","35","No","TP-Link TD-W8901G","F8:D1:11:7F:8C:0A","1190900782","1","","172.24.51.64/24","192.168.1.1 /24","","","","","8/1 2",""
"ADSL","pinmvgalarzar_m","Pinas","","pinpin9deoctubre2-172.24.30.253","2","35","No","VisionNet M505N","F4:5F:F7:0B:BC:12","50511010004814","1","","172.24.30.51/24","10.0.0.2 / 24","","","","","3/5 2",""
"ADSL","pinmvloay_m","Pinas","","pinpinasalvador3-172.24.32.252","23","35","No","TP-Link TD-W8951ND","F8:1A:67:A5:8B:7B","13392803618","1","","172.24.32.79/24","192.168.1.1/24","","Revisado","Nat","","13/4",""
"ADSL","pinmvmora_m","Pinas","","pinpingsuarez1-172.24.28.254","1","35","No","TP-Link TD-8817","F4:EC:38:9C:64:28","11586418825","1","","172.24.28.67/24","192.168.1.1 /24","","Revisado","Password","","4/3 2",""
"ADSL","pinmvpalacioso","Pinas","","pinpinloja1-172.24.52.254","20","35","No","VisionNet M404","00:1F:A4:35:51:C2","40406090001197","1","","172.24.52.21/24","10.0.0.2 / 24","","","","","6/1  5","  3°40'52.76""S"
"ADSL","pinmvruizt_m","Pinas","","pinpinfcocarrion1-172.24.53.254","23","35","No","Zyxel P-660R-T1","40:4A:03:AB:C8:2A","10010072229","1","","172.24.53.24/24","192.168.1.1/24","","Revisado","Nat","","A0/1",""
"ADSL","pinmvtorr_m3","Pinas","","pinpinindependenciaelprado1-172.24.49.254","16","35","No","VisionNet M404","F4:5F:F7:06:75:27","4057067527","1","","172.24.49.17/24","10.0.0.2/24","","Revise","Password","","B1/7",""
"ADSL","pinmvzamb_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","43","35","No","TP-Link TD-W8951ND","F8:D1:11:8B:25:2A","1167306511","1","","172.24.48.44/24","192.168.1.1","","","","","A/0 1",""
"ADSL","pinmxherr_m","Pinas","","pinpin9deoctubre2-172.24.30.253","29","35","No","TP-Link TD-8811","F8:D1:11:8B:23:E5","1167306506","1","","172.24.30.78/24","192.168.1.1 /24","","","","","A/0 5",""
"ADSL","pinmygarc_m","Pinas","","pinpin9deoctubre2-172.24.30.253","3","35","No","TP-Link TD-W8951ND","90:F6:52:C4:64:72","12490102369","1","","172.24.30.52/24","10.0.0.2","","","","","2/5 9",""
"ADSL","pinmymierl_m","Pinas","","pinpin8denoviembreelcisne1-172.24.55.254","5","35","No","TP-Link TD-8817","F8:D1:11:2B:17:4A","11969008323","1","","172.24.55.6/24","192.168.1.1 /24","","","","","A/1 1",""
"ADSL","pinnaordo_m","Pinas","","pinpin9deoctubre1-172.24.30.254","37","35","No","TP-Link TD-W8951ND","64:70:02:DF:31:E5","12879804441","1","","172.24.30.138/24","192.168.1.1 /24","","Revisado","Password","","2 6/9",""
"ADSL","pinnbaldeang","Pinas","","pinpinasalvador1-172.24.32.254","","35","No","VisionNet M404","F4:5F:F7:06:70:92","40507100000932","1","","","10.0.0.2","","","","","1/9 1",""
"ADSL","pinncagui_m","Pinas","","pinpingsuarez2-172.24.28.253","4","35","No","TP-Link TD-8817","64:70:02:C7:9C:EE","1272304443","1","","172.24.28.179/24","192.168.1.1/24","","Revisado","Nat","","Directo",""
"ADSL","pinncromeror","Pinas","","pinpin8denoviembre1-172.24.51.254","","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:1D","10684413329","1","","","192.168.1.1/24","","","","","8/1 8",""
"ADSL","pinndfeijoop_m","Pinas","","pinpin9deoctubre2-172.24.30.253","30","35","No","VisionNet M405","F4:5F:F7:06:78:06","40507100001387","1","","172.24.30.79/24","10.0.0.2","","","","","3/3 8",""
"ADSL","pinndzambranoc","Pinas","","pinpinbolivarmadero1-172.24.48.254","","35","No","VisionNet M404","00:1F:A4:35:53:28","40406090001193","1","","172.24.48.11 / 24","10.0.0.2 / 24","","","","","88/1 3",""
"ADSL","pinneenca_m","Pinas","","pinpingsuarez2-172.24.28.253","18","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B3:DE","1315600173","1","","172.24.24.199/24","192.168.1.1 /24","","Revisado","Password","","A/0 5",""
"ADSL","pinnejaram_m16","Pinas","","pinpin9deoctubre1-172.24.30.254","4","35","No","VisionNet M404","001FA4533EB2","40409090002182","1","","172.24.30.123 / 24","10.0.0.2 / 24 ","","","","","2/3  2","  3°40'56.29""S"
"ADSL","pinneloay_m","Pinas","","pinpin9deoctubre2-172.24.30.253","5","35","No","VisionNet M404","00:1F:A4:53:3C:39","40409090000404","1","","172.24.30.54/24","10.0.0.2","","","","","2/3 10",""
"ADSL","pinneordoneza","Pinas","","pinpinasalvador2-172.24.32.253","4","35","No","TP-Link TD-W8951ND","F8:1A:67:51:B4:75","1315600381","1","","172.24.32.107/24","10.0.0.2/24","","","","","1/1  4","  3°41'5.22""S"
"ADSL","pinneramirezl","Pinas","","pinpinindependencia1-172.24.34.254","41","35","No","TP-Link TD-8811","D8:5D:4C:DD:32:51","10684413322","1","","172.24.34.42 / 24","192.168.1.1 / 24","","","","","8/1 6",""
"ADSL","pinnerodasf","Pinas","","","","","No","VisionNet M404","00:1F:A4:53:38:88","40409090000376","1","","","","","","","","",""
"ADSL","pinngpintof","Pinas","","pinpinbolivarmadero1-172.24.48.254","21","35","No","VisionNet M505N","F4:5F:F7:0B:8D:00","50511010003195","2","","172.24.48.22 / 24","10.0.0.2","","","","","88/2 9",""
"ADSL","pinngpintof2","Pinas","","pinpinbolivarmadero1-172.24.48.254","22","35","No","VisionNet M505N","F4:5F:F7:0B:90:3E","505110100033194","2","","172.24.48.23 / 24","10.0.0.2","","","","","88/2 10",""
"ADSL","pinngpintof23","Pinas","","pinpinbolivarmadero1-172.24.48.254","23","35","No","VisionNet M505N","F4:5F:F7:0B:4A:98","50511010003197","2","","172.24.48.24 / 24","10.0.0.2","","","","","88/2 8",""
"ADSL","pinnhcarrionl_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","14","35","No","TP-Link TD-8811","D8:5D:4C:DD:34:46","10684413335","1","","172.24.48.15/24","192.168.1.1 / 24","","","","","88/4 1",""
"ADSL","pinniloayzas","Pinas","","pinpin8denoviembre1-172.24.51.254","","35","No","VisionNet M404","00:1F:A4:53:3E:BF","40409090002135","1","","","10.0.0.2 / 24","","","","","8/2 6"," 3°40'39.62""S"
"ADSL","pinnjanazcog_m3","Pinas","","pinpinasalvador1-172.24.32.254","29","35","No","TP-Link TD-8840","","","1","","172.24.32.128/24","10.0.0.2 / 24","","","","","2/2  3","  3°40'56.04""S"
"ADSL","pinnjcrio_m","Pinas","","pinpincuevacely1-172.24.47.254","22","35","No","TP-Link TD-W8901G","F8:D1:11:93:75:ED","1175004229","1","","172.24.47.23/24","192.168.1.1","","","","","77/6 3",""
"ADSL","pinnjlope","Pinas","","pinpin8denoviembre2-172.24.51.253","12","35","No","TP-Link TD-8817","F8:D1:11:2D:D9:24","11973201569","1","","172.24.51.61 /24","192.168.1.1","","","","","8/1 2",""
"ADSL","pinnllere","Pinas","","pinpinbolivarmadero1-172.24.48.254","37","35","No","TP-Link TD-8811","F4:EC:38:E2:44:F0","11498204602","1","","172.24.48.38 /24","192.168.1.1 /24","","","","","A3/1",""
"ADSL","pinnmagui_m","Pinas","","pinpinasalvador3-172.24.32.252","1","35","No","Zyxel P-660R-T1","00:23:F8:C6:EC:91","9042017942","1","","172.24.32.50/24","192.168.1.1 /24","","","","","1/9 3",""
"ADSL","pinnmarmi_m","Pinas","","pinpin9deoctubre3-172.24.30.251","23","35","No","TP-Link TD-8840","D8:5D:4C:DD:2B:1F","10684413333","1","","172.24.30.120/24","192.168.1.1/24","","Revisado","Nat","","27/1",""
"ADSL","pinnmcord_m","Pinas","","pinpinbolivarmadero1-172.24.48.254","21","35","No","VisionNet M404","00:1F:A4:35:52:41","40406090001241","1","","172.24.48.22/24","","","","","","88/1 9",""
"ADSL","pinnmespino_m3","Pinas","","pinpincuevacely1-172.24.47.254","17","35","No","VisionNet M404","F4:5F:F7:0B:D5:B8","40402110001167","1","","172.24.47.18/24","10.0.0.2 / 24","","","","","77/1 7",""
